,Name,IP,H,H2,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,WPA,aLI,RE24,GameDate,interceptRow,ageGap,ages,targets
39431,marmoca01,5.0,5,5,6,6,8,1,1,5.5,26,106,52,32,3,17,8,9,6,0,26,-0.359,1.07,-3.1,2006-08-13,1.0,1982-10-14,7520,1.0
43637,marotmi01,6.1,6,6,3,3,1,5,2,2.45,26,91,52,30,6,16,6,14,5,0,53,0.134,0.65,1.3,2006-05-20,1.0,1977-08-17,9074,1.0
9038,marotmi01,5.0,11,11,10,10,3,0,2,5.82,29,101,59,43,8,8,13,13,4,0,2,-0.327,0.34,-7.4,2007-07-19,1.0,1977-08-17,9441,1.0
87607,marquja01,6.2,9,9,6,5,2,4,1,4.97,30,107,67,36,12,19,14,11,6,0,36,-0.344,0.94,-1.2,2002-04-09,1.0,1978-08-21,7458,1.0
27046,marshse01,5.1,7,7,7,5,1,4,3,5.0,25,88,65,34,11,20,5,15,1,0,33,-0.391,0.92,-3.2,2006-07-16,1.0,1982-08-30,7534,1.0
111953,martipe02,5.0,4,4,1,1,1,6,0,2.0,20,89,59,29,14,16,4,9,3,0,60,0.178,0.95,1.7,2001-06-21,1.0,1971-10-25,9358,1.0
16642,martipe02,6.0,2,2,0,0,0,6,0,2.22,21,87,59,30,15,14,10,4,1,0,74,0.382,1.02,3.3,2001-09-01,1.0,1971-10-25,9421,1.0
68324,martipe02,5.0,8,8,5,5,1,4,1,3.15,26,83,56,35,9,12,10,10,2,0,34,-0.26,0.8,-2.2,2003-05-09,1.0,1971-10-25,9952,1.0
79734,martipe02,6.0,2,2,2,2,5,8,0,3.01,25,110,66,33,17,16,4,8,2,0,63,0.085,1.12,1.2,2006-06-22,1.0,1971-10-25,10937,1.0
79772,martipe02,7.1,3,3,2,2,4,2,2,3.42,30,108,67,45,2,20,17,7,1,0,62,0.171,0.92,1.3,2006-08-09,1.0,1971-10-25,10978,1.0
79814,martipe02,5.0,4,4,4,3,1,7,0,4.08,20,87,52,18,18,16,5,6,2,0,51,-0.221,1.25,-1.4,2006-09-21,1.0,1971-10-25,11016,1.0
79978,martipe02,7.0,7,7,3,2,1,8,0,2.57,30,105,73,37,19,17,5,16,6,0,60,-0.053,0.71,0.6,2007-09-27,1.0,1971-10-25,11336,1.0
58645,martira02,5.0,4,4,5,5,5,3,1,7.62,23,94,55,29,10,16,5,10,3,0,37,-0.311,0.99,-2.6,2001-04-25,1.0,1968-03-22,10443,1.0
31421,mateoju02,5.0,3,3,1,1,4,4,0,4.09,22,86,46,27,6,13,8,6,2,0,57,0.169,1.2,1.8,2006-09-24,1.0,1982-12-17,7501,1.0
117379,mathido01,3.2,12,12,8,8,3,4,2,9.0,25,100,58,38,3,17,7,11,7,0,6,-0.511,1.14,-6.2,2008-06-02,1.0,1983-06-07,7885,1.0
88374,mathisc01,4.0,8,8,6,6,2,3,3,7.23,22,90,57,36,7,14,8,9,5,0,23,-0.339,0.76,-3.7,2006-08-17,1.0,1984-02-27,7090,1.0
17694,matsuda01,5.2,6,6,3,3,6,7,0,2.4,29,118,67,37,10,20,8,8,2,0,46,0.04,1.06,0.1,2008-05-22,1.0,1980-09-13,8737,1.0
108917,matthmi01,4.2,8,8,3,3,2,2,1,3.25,22,80,43,29,4,10,8,10,5,0,36,-0.122,0.75,-0.8,2001-07-13,1.0,1973-10-24,8747,1.0
119974,mayda02,3.0,8,8,5,5,2,5,0,5.08,20,71,45,28,6,11,4,9,5,0,26,-0.382,1.16,-3.7,1997-09-08,1.0,1972-06-13,7964,1.0
59347,mayda02,4.1,10,10,4,4,0,2,1,5.61,22,88,57,36,6,15,11,9,4,0,29,-0.247,1.01,-2.0,2005-06-29,1.0,1972-06-13,10427,1.0
34881,maysjo01,3.0,5,5,5,5,3,1,2,12.15,17,73,40,25,7,8,4,9,4,0,27,-0.281,0.6,-3.4,2002-04-09,1.0,1975-12-10,8309,1.0
117211,mccarbr01,2.0,1,1,4,4,4,1,0,6.35,11,66,33,21,2,10,1,5,0,0,35,-0.256,1.19,-2.9,2007-05-25,1.0,1983-07-07,7536,1.0
12591,mccluse01,6.1,4,4,1,1,6,3,0,4.08,27,107,58,35,7,16,6,11,3,0,58,0.213,1.25,2.2,2003-05-16,1.0,1981-02-07,7026,1.0
101477,mcgowdu01,6.0,6,6,4,4,1,5,0,4.36,25,76,53,28,11,14,8,11,7,0,48,-0.223,0.88,-0.9,2008-07-02,1.0,1982-03-24,8291,1.0
101024,mechegi01,4.1,6,6,4,4,4,1,1,5.16,21,92,50,29,1,20,4,12,6,0,32,-0.103,1.07,-0.7,2005-08-14,1.0,1978-09-08,8499,1.0
117315,mendolu01,5.0,4,4,1,1,1,2,1,1.93,19,71,46,27,5,14,8,8,3,0,56,0.187,0.95,1.8,2007-09-21,1.0,1983-10-31,7539,1.0
17655,mendolu01,3.0,5,5,7,7,3,2,1,9.0,17,67,31,16,2,13,5,7,5,0,20,-0.34,0.89,-4.6,2008-04-18,1.0,1983-10-31,7720,1.0
74637,mendora01,4.2,7,7,4,4,1,8,2,4.34,22,72,53,26,12,15,5,8,3,0,41,-0.19,0.99,-1.3,2001-06-04,1.0,1972-06-15,9141,1.0
16928,mendora01,4.1,9,9,7,7,0,1,1,6.33,21,61,44,31,5,8,11,9,1,0,18,-0.331,0.86,-3.4,2003-07-24,1.0,1972-06-15,9815,1.0
87750,mercahe01,4.0,4,4,3,3,1,5,1,5.16,17,72,47,30,8,9,6,5,4,0,46,-0.154,0.64,-1.1,2002-09-13,1.0,1974-04-29,8954,1.0
625,merckke01,3.2,8,8,4,4,4,1,1,5.71,22,73,44,30,4,10,4,13,7,0,26,-0.23,0.88,-2.1,2000-08-27,1.0,1968-02-01,10278,1.0
49372,micelda01,4.0,9,9,7,6,3,3,1,5.4,23,88,48,29,8,11,8,9,4,0,18,-0.344,0.53,-5.1,1996-08-20,1.0,1970-09-09,8188,1.0
96205,middlja01,4.2,7,7,5,5,2,0,0,5.0,23,77,44,29,5,10,9,12,6,0,28,-0.33,1.15,-3.1,2002-05-17,1.0,1975-06-26,8486,1.0
1722,millean01,5.0,5,5,2,2,4,4,0,3.76,21,100,63,38,9,16,5,8,4,0,49,0.106,1.37,1.4,2007-07-28,1.0,1985-05-21,7000,1.0
97234,millean01,5.0,6,6,4,4,4,5,0,5.09,25,92,55,32,8,15,9,6,4,0,40,-0.284,0.86,-1.8,2008-07-08,1.0,1985-05-21,7299,1.0
121009,milleju01,5.2,10,10,5,5,2,3,3,4.04,31,97,56,35,8,13,11,12,3,0,30,-0.238,1.17,-2.0,2004-05-24,1.0,1977-08-27,8438,1.0
121109,milleju01,1.0,6,6,5,5,1,1,1,5.57,10,44,23,16,3,4,2,6,3,0,21,-0.34,0.72,-4.4,2004-09-13,1.0,1977-08-27,8535,1.0
42135,milletr02,3.2,8,8,4,4,1,2,0,9.18,21,76,45,29,6,9,9,7,5,0,30,-0.225,1.36,-2.2,1996-09-24,1.0,1973-05-29,7360,1.0
50241,millewa04,7.0,6,6,3,3,1,4,1,8.18,27,89,60,39,7,14,10,12,5,0,56,0.019,0.96,0.7,2002-04-07,1.0,1976-09-13,8067,1.0
50623,millewa04,7.0,6,6,1,0,4,4,0,3.46,31,120,70,45,8,17,9,14,6,0,63,0.29,1.38,2.7,2004-06-20,1.0,1976-09-13,8762,1.0
17256,millewa04,6.0,6,6,5,5,3,5,2,4.78,27,105,68,42,7,19,5,14,2,0,42,-0.126,1.11,-1.3,2005-08-03,1.0,1976-09-13,9116,1.0
27138,millewa04,5.0,6,6,3,3,4,3,0,9.0,25,98,54,34,5,15,5,13,4,0,42,-0.06,0.99,-0.2,2007-04-17,1.0,1976-09-13,9653,1.0
26737,millwke01,6.2,3,3,3,2,3,8,0,4.8,26,99,63,27,15,21,10,5,5,0,63,0.115,1.27,0.4,2004-07-31,1.0,1974-12-24,9341,1.0
31137,millwke01,6.0,6,6,1,1,2,5,1,3.31,25,106,71,41,8,22,9,9,4,0,59,0.163,1.15,2.0,2005-05-20,1.0,1974-12-24,9594,1.0
117183,millwke01,6.0,10,10,5,5,2,5,0,5.46,30,106,77,53,4,20,11,12,6,0,35,-0.263,1.32,-2.0,2007-04-23,1.0,1974-12-24,10202,1.0
121472,millwke01,5.2,8,8,5,5,2,8,1,5.88,28,107,71,37,12,22,9,8,4,0,39,-0.206,1.29,-1.3,2007-04-28,1.0,1974-12-24,10206,1.0
101423,millwke01,3.0,9,9,7,7,1,2,2,4.94,19,76,52,39,3,10,2,14,9,0,14,-0.328,0.73,-5.5,2008-05-05,1.0,1974-12-24,10528,1.0
69208,millwke01,6.1,11,11,5,5,1,6,0,5.23,31,114,79,48,7,24,10,14,8,0,36,0.01,0.99,-0.0,2008-07-18,1.0,1974-12-24,10592,1.0
68239,miltoer01,6.0,5,5,2,2,0,6,0,4.89,23,105,67,43,13,11,8,9,3,0,60,0.162,0.8,1.3,2002-07-27,1.0,1975-08-04,8513,1.0
26973,miltoer01,6.2,6,6,3,2,2,5,1,2.63,28,98,69,44,10,15,7,14,4,0,55,0.187,1.13,0.8,2006-04-13,1.0,1975-08-04,9685,1.0
31412,miltoer01,5.0,4,4,1,1,2,3,1,4.84,21,85,53,30,6,17,7,9,1,0,56,0.176,1.06,1.8,2006-09-12,1.0,1975-08-04,9816,1.0
51066,miltoer01,5.0,7,7,4,3,3,1,0,4.85,25,69,46,30,4,12,5,16,6,0,37,-0.201,0.98,-1.4,2007-05-03,1.0,1975-08-04,10018,1.0
43759,minerza01,0.1,5,5,5,5,0,0,1,4.84,6,32,19,14,1,4,1,5,4,0,21,-0.319,0.84,-4.0,2006-09-30,1.0,1982-03-12,7748,1.0
47397,mitrese01,7.0,7,7,2,1,2,5,0,3.82,29,107,62,33,13,16,11,10,5,0,60,0.149,0.99,1.6,2006-04-30,1.0,1981-02-16,7952,1.0
47553,mitrese01,6.0,10,10,4,4,3,2,1,4.09,31,108,66,41,10,15,18,7,3,0,35,-0.143,0.8,-0.9,2007-04-11,1.0,1981-02-16,8251,1.0
50273,mlickda01,3.2,8,8,4,4,3,3,1,3.71,21,67,39,21,11,7,5,10,5,0,29,-0.257,0.99,-2.7,2002-05-19,1.0,1968-06-08,10711,1.0
3972,moehlbr01,2.0,7,7,6,6,1,1,1,4.73,14,59,38,27,2,9,4,8,6,0,18,-0.337,0.73,-4.9,2002-08-21,1.0,1971-12-31,9669,1.0
50405,moehlbr01,5.0,6,6,2,2,1,0,1,6.52,19,54,31,22,0,9,11,7,1,0,46,0.046,0.74,0.7,2003-04-11,1.0,1971-12-31,9870,1.0
75460,moehlbr01,4.0,8,8,6,5,4,3,0,6.55,27,95,55,38,5,12,10,10,5,0,23,-0.369,1.25,-3.8,2006-06-23,1.0,1971-12-31,10880,1.0
109247,morrima01,5.0,10,10,6,5,2,2,0,4.19,26,93,56,33,6,17,13,9,4,0,25,-0.33,0.82,-3.5,2003-07-10,1.0,1974-08-09,9125,1.0
64316,morrima01,5.0,5,5,2,1,1,7,0,4.55,21,78,48,24,11,13,7,7,2,0,57,0.061,1.61,0.6,2004-09-20,1.0,1974-08-09,9504,1.0
1807,moseldu01,4.2,8,8,4,4,2,3,1,7.78,24,90,54,39,2,13,10,9,4,0,33,-0.17,0.84,-2.1,2008-04-20,1.0,1981-12-26,8304,1.0
100427,muldema01,6.1,5,5,3,3,4,4,0,3.77,29,90,52,24,6,22,13,7,2,0,51,-0.043,1.18,0.1,2002-04-06,1.0,1977-08-05,7784,1.0
83590,muldema01,6.1,9,9,6,5,3,6,1,3.09,31,113,69,35,15,19,11,11,5,0,36,-0.263,1.15,-2.5,2003-08-13,1.0,1977-08-05,8211,1.0
92600,muldema01,5.0,9,9,4,4,2,6,2,5.32,24,78,48,24,7,17,9,7,3,0,37,-0.188,1.08,-1.4,2006-06-15,1.0,1977-08-05,9107,1.0
79783,muldema01,3.0,9,9,9,9,4,1,1,6.77,22,78,40,29,1,10,6,11,4,0,2,-0.451,0.84,-6.9,2006-08-23,1.0,1977-08-05,9167,1.0
109949,muldema01,3.0,7,7,4,4,3,0,1,12.27,18,58,34,26,1,7,6,9,2,0,26,-0.234,1.09,-2.4,2007-09-16,1.0,1977-08-05,9503,1.0
7893,mulhote01,2.2,5,5,3,3,2,1,0,5.8,15,62,37,27,1,9,5,7,5,0,35,-0.226,1.09,-2.1,2000-07-21,1.0,1963-03-09,11792,1.0
58784,mulhote01,5.0,7,7,2,2,1,4,1,4.88,23,84,56,33,7,16,7,11,4,0,48,0.065,0.98,0.4,2001-09-26,1.0,1963-03-09,12165,1.0
22503,mulhote01,5.1,9,9,6,6,1,4,0,5.34,24,88,55,29,7,19,7,11,5,0,29,-0.287,1.27,-2.2,2004-09-22,1.0,1963-03-09,13109,1.0
79411,mussimi01,5.0,9,9,7,5,1,3,2,4.88,25,74,56,35,7,14,10,11,3,0,27,-0.313,0.42,-4.5,2004-07-02,1.0,1968-12-08,11223,1.0
75511,mussimi01,6.0,6,6,3,3,1,6,1,3.54,26,104,75,43,9,23,8,11,5,0,53,-0.047,1.02,-0.0,2006-08-15,1.0,1968-12-08,11892,1.0
47544,myersbr01,4.1,8,8,6,6,2,6,1,6.75,23,89,54,33,9,12,2,13,3,0,27,-0.448,1.09,-4.1,2007-04-07,1.0,1980-08-17,8405,1.0
116740,nageocl01,5.0,8,8,7,7,4,5,1,5.85,25,82,45,25,5,15,10,6,4,0,24,-0.201,0.75,-2.8,2004-06-22,1.0,1980-10-25,7465,1.0
38562,neaglde01,5.2,8,8,2,2,2,3,1,4.4,27,104,68,44,9,15,5,17,8,0,46,0.107,1.23,1.2,2001-06-02,1.0,1968-09-13,10324,1.0
38830,neaglde01,4.0,7,7,6,3,2,5,0,4.93,23,78,48,29,11,8,6,8,6,0,33,-0.336,0.91,-3.7,2002-09-21,1.0,1968-09-13,10736,1.0
38934,neaglde01,4.0,7,7,5,5,3,3,0,6.89,20,73,42,29,3,10,5,9,4,0,28,-0.277,0.59,-2.6,2003-07-13,1.0,1968-09-13,10990,1.0
81949,nenro01,2.1,6,6,3,3,4,0,0,6.28,16,72,37,24,0,13,7,5,3,0,29,-0.284,1.34,-3.1,1993-05-13,1.0,1969-11-28,7401,1.0
30573,neugeni01,5.0,3,3,1,1,3,9,0,1.8,21,97,55,22,18,15,2,7,1,0,63,0.188,0.79,1.8,2001-08-19,1.0,1980-07-15,6657,1.0
63871,neugeni01,6.0,4,4,1,1,3,6,1,4.15,25,104,61,27,12,22,7,9,2,0,63,0.22,1.11,1.9,2002-05-03,1.0,1980-07-15,6879,1.0
64001,neugeni01,3.2,6,6,4,1,4,1,1,4.44,20,87,43,29,3,11,7,8,5,0,36,-0.285,0.96,-2.5,2002-09-20,1.0,1980-07-15,7000,1.0
50947,nievefe01,7.1,5,5,2,2,1,9,1,4.85,27,96,69,41,17,11,5,12,2,0,68,0.126,0.7,0.9,2006-06-09,1.0,1982-07-15,7542,1.0
4557,nippedu01,5.0,7,7,6,6,4,3,2,10.8,25,102,60,37,5,18,7,11,3,0,28,-0.26,0.66,-3.2,2006-06-07,1.0,1981-05-06,7916,1.0
88399,nolasri01,3.2,7,7,4,4,3,6,1,4.7,22,81,47,26,7,14,6,7,4,0,34,-0.199,0.8,-2.3,2006-09-22,1.0,1982-12-13,7502,1.0
123398,nolasri01,4.0,3,3,1,1,3,0,0,6.06,19,65,32,23,1,8,6,10,4,0,49,0.086,1.29,1.0,2007-05-12,1.0,1982-12-13,7703,1.0
59144,nomohi01,1.1,3,3,6,6,3,1,0,7.14,10,46,24,12,5,7,2,4,3,0,22,-0.317,1.3,-3.9,2004-05-13,1.0,1968-08-31,11265,1.0
105114,nomohi01,5.1,9,9,7,7,3,3,0,7.65,27,99,59,36,7,16,7,15,7,0,22,-0.251,1.14,-3.3,2004-06-24,1.0,1968-08-31,11301,1.0
7982,nunezvl01,7.0,4,4,2,2,4,5,1,3.38,28,105,63,40,5,18,8,11,4,0,62,0.191,1.21,1.4,2001-04-17,1.0,1975-03-15,8233,1.0
123275,oconnmi01,5.0,8,8,5,5,3,4,2,3.77,25,86,57,30,10,17,8,10,4,0,32,-0.22,0.76,-2.5,2006-06-30,1.0,1980-08-17,8163,1.0
47466,oconnmi01,5.1,8,8,5,5,2,0,2,4.59,24,85,49,34,7,8,8,14,5,0,30,-0.251,0.56,-2.5,2006-07-18,1.0,1980-08-17,8178,1.0
30989,ohkato01,7.0,8,8,3,3,2,4,2,3.13,29,102,62,41,7,14,10,13,5,0,51,-0.04,0.94,0.5,2004-06-05,1.0,1976-03-18,8904,1.0
64515,ohkato01,7.0,7,7,2,2,0,3,1,3.72,26,91,61,45,7,9,13,10,3,0,58,0.194,1.12,1.8,2006-04-25,1.0,1976-03-18,9499,1.0
34741,oliveda02,4.0,8,8,7,6,0,2,0,6.49,21,69,47,28,5,14,10,8,6,0,22,-0.139,0.76,-4.4,2001-04-27,1.0,1970-10-06,9643,1.0
31037,oliveda02,5.0,1,1,0,0,2,6,0,5.5,17,68,42,22,7,13,3,6,1,0,69,0.295,0.85,2.5,2004-07-31,1.0,1970-10-06,10672,1.0
68200,olsenke01,4.1,7,7,4,4,3,4,0,4.24,23,74,44,28,7,9,6,10,5,0,34,-0.271,1.39,-2.2,2002-06-08,1.0,1976-07-26,8163,1.0
51006,omallry01,8.0,5,5,0,0,6,2,0,0.0,35,109,60,41,4,15,7,20,4,0,68,0.638,1.56,4.3,2006-08-16,1.0,1980-04-09,8316,1.0
1263,ortizra02,6.0,12,12,6,6,1,1,2,4.41,30,89,58,43,2,13,12,16,7,0,24,0.069,0.56,-2.7,2004-08-25,1.0,1973-05-23,9864,1.0
4401,ortizru01,7.0,7,7,3,3,3,4,1,5.45,30,111,66,39,10,17,6,17,6,0,52,0.076,0.51,0.7,2005-06-10,1.0,1974-06-05,9787,1.0
4515,ortizru01,2.1,1,1,0,0,3,3,0,4.97,9,36,19,9,3,7,3,1,1,0,55,0.103,1.06,1.1,2006-04-18,1.0,1974-06-05,10056,1.0
59617,ortizru01,5.1,8,8,3,3,1,3,0,4.5,25,87,49,28,5,16,9,10,6,0,42,-0.109,0.97,-0.5,2007-04-26,1.0,1974-06-05,10379,1.0
64110,oswalro01,6.0,5,5,2,2,3,1,1,3.2,25,98,58,33,10,15,13,8,3,0,52,0.061,0.85,1.0,2003-07-23,1.0,1977-08-29,8172,1.0
123242,oswalro01,7.0,2,2,1,1,1,7,0,3.36,23,89,65,35,6,24,12,3,2,0,75,0.286,1.11,2.6,2006-05-24,1.0,1977-08-29,9067,1.0
51281,oswalro01,6.0,6,6,1,1,0,9,0,4.6,25,79,58,25,13,20,7,7,2,0,65,0.203,1.24,2.0,2008-06-30,1.0,1977-08-29,9731,1.0
4667,owingmi01,6.1,7,7,2,2,1,5,0,1.59,26,99,68,38,9,21,5,15,8,0,55,0.001,1.47,1.2,2007-04-11,1.0,1982-09-28,7742,1.0
87950,padilvi01,7.0,9,9,6,6,1,7,3,4.07,31,108,71,42,4,25,6,16,8,0,41,-0.137,0.81,-2.2,2004-05-18,1.0,1977-09-27,8406,1.0
47216,padilvi01,4.0,6,6,6,6,1,1,2,4.4,20,82,56,41,4,11,9,8,5,0,26,-0.4,0.91,-4.0,2004-09-23,1.0,1977-09-27,8517,1.0
31493,padilvi01,5.0,12,12,6,6,0,5,2,6.57,26,102,68,41,17,10,7,14,7,0,24,-0.373,1.14,-3.3,2007-06-15,1.0,1977-09-27,9376,1.0
117401,padilvi01,6.0,7,7,7,7,3,3,2,4.13,28,101,64,37,7,20,5,16,2,0,30,-0.431,0.82,-3.8,2008-06-28,1.0,1977-09-27,9704,1.0
117449,padilvi01,6.0,8,8,5,5,2,4,3,4.96,26,109,66,41,7,18,9,10,4,0,38,-0.417,1.24,-1.8,2008-08-19,1.0,1977-09-27,9749,1.0
120355,paintla01,5.0,2,2,1,1,1,8,1,3.42,18,70,42,16,11,15,2,7,2,0,66,0.116,0.71,2.1,2000-05-10,1.0,1967-07-21,10352,1.0
116537,parkch01,7.0,8,8,4,4,2,3,0,6.46,29,96,63,38,9,16,8,16,7,0,46,-0.086,0.83,0.2,2003-04-22,1.0,1973-06-30,9407,1.0
116547,parkch01,4.0,4,4,5,5,5,2,1,7.16,21,92,44,24,4,16,7,5,3,0,31,-0.226,1.28,-2.0,2003-04-27,1.0,1973-06-30,9411,1.0
112395,parkch01,7.0,7,7,5,5,2,5,2,5.65,29,103,60,33,11,16,12,9,3,0,46,-0.037,1.21,-1.2,2004-05-12,1.0,1973-06-30,9740,1.0
105462,parkch01,6.0,5,5,5,5,2,6,1,4.64,26,95,57,29,12,16,7,10,4,0,46,-0.166,0.66,-1.8,2006-07-20,1.0,1973-06-30,10431,1.0
50996,parkch01,5.0,8,8,3,3,2,3,1,4.66,25,87,52,33,6,13,10,10,4,0,40,-0.098,1.17,-0.3,2006-08-11,1.0,1973-06-30,10450,1.0
21878,parquji01,9.0,7,7,4,4,1,6,2,6.66,36,112,77,42,7,28,19,9,3,0,62,-0.066,0.86,1.1,2001-04-20,1.0,1975-02-08,8266,1.0
7824,parrajo01,5.0,5,5,2,2,2,7,0,3.6,20,76,47,20,21,6,4,7,6,0,54,0.045,1.1,0.8,2000-04-21,1.0,1972-11-28,8645,1.0
109896,parrama01,6.0,6,6,3,1,2,3,0,2.16,27,92,58,34,7,17,6,15,6,0,53,0.122,0.82,0.1,2007-07-28,1.0,1982-10-30,7807,1.0
116286,parrijo01,6.0,6,6,6,4,2,4,1,6.46,29,93,60,29,10,21,6,15,4,0,42,-0.316,0.65,-2.6,2001-07-25,1.0,1977-11-26,7466,1.0
120575,parrist01,6.0,6,6,4,2,1,1,1,4.29,27,88,56,35,2,19,12,12,2,0,48,-0.082,1.18,-0.5,2001-07-18,1.0,1967-12-17,10598,1.0
105232,pattejo02,3.0,4,4,4,4,2,2,1,2.45,15,53,31,17,2,12,4,7,4,0,35,-0.222,1.1,-2.5,2005-05-07,1.0,1978-01-30,8604,1.0
47388,pattejo02,8.0,3,3,1,1,1,13,0,4.0,27,108,75,31,12,32,4,9,0,0,84,0.464,1.09,3.1,2006-04-15,1.0,1978-01-30,8900,1.0
123283,pattejo02,5.0,4,4,2,2,1,5,0,4.31,20,67,49,33,3,13,6,8,2,0,55,0.012,1.11,0.5,2006-07-04,1.0,1978-01-30,8970,1.0
51169,pattotr01,5.2,6,6,3,3,2,4,2,4.76,24,99,57,39,5,13,6,12,4,0,47,-0.058,0.81,-0.1,2007-08-25,1.0,1985-09-03,6934,1.0
31575,paulife01,5.0,8,8,5,5,1,2,1,10.38,23,87,57,37,8,12,9,11,4,0,32,-0.216,0.89,-2.3,2007-09-25,1.0,1983-10-05,7565,1.0
72131,pavanca01,8.0,5,5,1,1,4,7,1,3.07,32,116,74,42,15,17,5,15,3,0,71,0.324,1.19,3.6,2000-06-19,1.0,1976-01-08,7714,1.0
75305,pavanca01,6.2,6,6,5,5,1,7,2,4.69,27,105,70,38,14,18,10,7,1,0,48,-0.346,1.28,-1.5,2005-06-22,1.0,1976-01-08,9294,1.0
75555,pavanca01,4.1,6,6,5,4,2,2,1,8.31,21,73,43,29,5,9,10,7,1,0,33,-0.236,1.23,-1.8,2007-04-02,1.0,1976-01-08,9855,1.0
96527,peavyja01,6.0,6,6,2,2,4,5,0,2.08,28,114,73,45,6,22,12,7,3,0,53,0.052,1.16,0.8,2004-05-13,1.0,1981-05-31,7242,1.0
97169,peavyja01,6.0,7,7,3,3,2,6,0,2.47,25,107,63,37,9,17,8,9,5,0,50,-0.171,1.58,-0.3,2008-05-09,1.0,1981-05-31,8501,1.0
12956,pennha01,3.2,7,7,5,5,3,1,0,6.75,20,80,44,28,1,15,5,11,5,0,25,-0.349,1.25,-3.1,2005-06-30,1.0,1984-10-13,6536,1.0
38703,pennybr01,5.0,5,5,2,0,2,5,0,3.72,22,72,40,25,8,7,3,12,8,0,56,0.03,1.01,0.9,2002-05-13,1.0,1978-05-24,7564,1.0
59822,pennybr01,6.0,6,6,3,3,3,5,1,5.38,27,110,64,32,13,19,11,8,3,0,50,-0.067,1.06,0.0,2008-06-08,1.0,1978-05-24,9480,1.0
105802,pennybr01,5.0,1,1,1,1,3,0,0,5.66,19,76,44,29,1,14,9,7,0,0,58,0.113,0.84,1.6,2008-08-08,1.0,1978-05-24,9533,1.0
105108,perezod01,7.2,7,7,2,2,2,3,0,2.84,31,100,66,39,9,18,15,11,3,0,58,0.069,1.07,1.7,2004-06-21,1.0,1978-06-11,8214,1.0
109514,perezod01,6.0,8,8,4,4,2,4,2,4.5,26,110,61,36,5,20,7,13,2,0,42,-0.197,0.93,-0.9,2005-05-09,1.0,1978-06-11,8492,1.0
59382,perezod01,8.0,5,5,1,1,3,8,0,4.38,30,101,63,27,15,21,10,9,4,0,73,0.289,0.93,3.0,2005-08-11,1.0,1978-06-11,8573,1.0
55438,perezod01,5.0,8,8,2,2,1,3,0,5.78,23,93,57,36,6,15,10,9,6,0,45,0.084,1.3,0.8,2007-08-13,1.0,1978-06-11,9205,1.0
97190,perezod01,6.1,6,6,3,3,3,4,0,4.14,27,99,60,39,6,15,6,14,4,0,50,0.157,0.93,0.5,2008-05-28,1.0,1978-06-11,9455,1.0
26417,perezol01,5.0,5,5,4,4,4,10,1,3.62,24,105,64,30,16,18,4,6,3,0,47,-0.093,0.85,-1.6,2002-07-31,1.0,1981-08-15,6613,1.0
92442,perezol01,5.0,5,5,3,3,3,6,1,6.17,23,100,62,33,9,20,6,8,0,0,48,-0.059,1.26,-0.5,2005-06-21,1.0,1981-08-15,7526,1.0
79894,perezol01,5.1,5,5,4,4,5,3,1,3.16,26,110,66,41,6,19,6,12,4,0,40,-0.171,1.38,-0.9,2007-06-20,1.0,1981-08-15,8156,1.0
87622,persoro01,5.0,6,6,6,6,1,3,1,5.23,22,81,49,28,11,10,5,13,4,0,33,-0.254,0.73,-3.7,2002-04-24,1.0,1969-10-06,10271,1.0
79095,persoro01,6.0,8,8,4,4,1,3,1,5.18,26,90,53,31,8,14,2,20,6,0,42,0.11,0.63,-0.1,2002-07-12,1.0,1969-10-06,10339,1.0
87692,persoro01,5.2,4,4,3,2,8,3,1,5.04,30,115,53,33,8,12,5,13,3,0,46,-0.17,1.06,-1.0,2002-07-17,1.0,1969-10-06,10343,1.0
120652,pettian01,2.2,6,6,4,3,2,1,1,3.12,16,57,31,17,4,10,4,9,6,0,31,-0.245,1.13,-2.8,2002-04-10,1.0,1972-06-15,9409,1.0
75061,pettian01,5.0,6,6,1,0,1,3,0,4.02,22,89,66,40,10,16,8,10,6,0,55,0.171,0.78,1.7,2003-09-26,1.0,1972-06-15,9871,1.0
30973,pettian01,5.0,4,4,2,1,4,9,0,3.51,24,103,59,22,16,21,4,7,4,0,58,0.082,1.37,0.5,2004-05-21,1.0,1972-06-15,10076,1.0
50671,pettian01,5.0,6,6,2,2,0,3,1,4.07,22,90,57,35,6,16,10,9,3,0,50,0.086,1.15,0.6,2004-08-07,1.0,1972-06-15,10144,1.0
75715,pettian01,6.0,5,5,4,3,1,1,0,3.81,24,96,63,43,5,15,12,10,4,0,48,-0.161,0.65,-0.7,2007-09-24,1.0,1972-06-15,11131,1.0
46971,phelpto01,7.0,3,3,0,0,2,6,0,3.15,26,114,78,43,15,20,8,10,1,0,75,0.3,0.62,3.6,2003-06-19,1.0,1974-03-04,9243,1.0
53996,pichahi01,5.0,4,4,2,2,1,2,1,5.13,19,69,41,31,2,8,6,10,4,0,52,0.098,0.81,0.9,1998-08-20,1.0,1969-08-22,9149,1.0
100836,pineijo01,3.2,7,7,8,8,4,5,2,4.88,22,81,46,24,8,14,5,8,3,0,16,-0.418,1.25,-5.9,2004-07-20,1.0,1978-09-25,8147,1.0
